Timer; Mag_X;Mag_Y;Mag_Z;Light ;Position
76043;-44;16;-47;1681920;1,69
76087;-44;16;-47;1704960;1,69
76132;-43;17;-48;1704960;1,70
76176;-43;17;-48;1704960;1,70
76221;-44;15;-48;1739520;1,70
76265;-44;15;-48;1739520;1,71
76310;-44;15;-49;1762560;1,71
76356;-44;15;-49;1762560;1,71
76401;-44;17;-47;1785600;1,72
76445;-44;17;-47;1785600;1,72
76490;-44;17;-47;1820160;1,73
76534;-44;15;-47;1820160;1,73
76579;-44;15;-47;1820160;1,73
76623;-44;16;-47;1854720;1,74
76668;-44;16;-47;1854720;1,74
76712;-43;16;-47;1877760;1,74
76757;-43;16;-47;1877760;1,75
76801;-43;16;-47;1912320;1,75
76846;-43;16;-47;1912320;1,76
76890;-43;16;-47;1935360;1,76
76935;-43;15;-48;1935360;1,76
76980;-43;15;-48;1935360;1,77
77024;-43;14;-48;1969920;1,77
77068;-43;14;-48;1969920;1,77
77115;-44;18;-47;1992960;1,78
77159;-44;18;-47;1992960;1,78
77204;-43;16;-46;2016000;1,79
77248;-43;16;-46;2016000;1,79
77293;-43;16;-46;2039040;1,79
77337;-44;16;-48;2039040;1,80
77382;-44;16;-48;2085120;1,80
77426;-43;15;-46;2085120;1,80
77471;-43;15;-46;2085120;1,80
77515;-43;15;-46;2108160;1,80
77560;-43;15;-46;2108160;1,80
77604;-43;14;-46;2131200;1,80
77649;-43;14;-46;2131200;1,80
77693;-43;14;-46;2142720;1,80
77738;-43;15;-46;2142720;1,80
77782;-43;15;-46;2142720;1,80
77827;-43;17;-46;2154240;1,80
77873;-43;17;-46;2154240;1,80
77917;-42;16;-46;2154240;1,80
77962;-42;16;-46;2154240;1,80
78006;-44;15;-46;2165760;1,80
78051;-44;15;-46;2165760;1,80
78095;-44;15;-46;2165760;1,80
78140;-43;16;-46;2165760;1,80
78184;-43;16;-46;2165760;1,80
78229;-42;16;-48;2165760;1,80
78273;-42;16;-48;2165760;1,80
78318;-43;15;-46;2177280;1,80
78363;-43;15;-46;2177280;1,80
78407;-42;17;-46;2177280;1,80
78452;-42;17;-46;2177280;1,80
78496;-42;17;-46;2177280;1,80
78541;-43;16;-47;2177280;1,80
78585;-43;16;-47;2177280;1,80
78630;-43;16;-48;2177280;1,80
78676;-43;16;-48;2177280;1,80
78720;-43;16;-45;2177280;1,80
78765;-43;16;-45;2177280;1,80
78809;-43;15;-46;2177280;1,80
78854;-43;15;-46;2177280;1,80
78898;-43;15;-46;2188800;1,80
78943;-42;15;-47;2188800;1,80
78987;-42;15;-47;2188800;1,80
79032;-44;14;-46;2188800;1,80
79076;-44;14;-46;2188800;1,80
79121;-43;16;-46;2188800;1,80
79165;-43;16;-46;2188800;1,80
79210;-43;15;-46;2188800;1,80
79254;-43;15;-46;2188800;1,80
79299;-43;15;-46;2200320;1,80
79343;-42;16;-47;2200320;1,80
79388;-42;16;-47;2211840;1,80
79434;-41;16;-47;2211840;1,80
79479;-41;16;-47;2211840;1,80
79523;-42;15;-46;2211840;1,80
79568;-42;15;-46;2211840;1,80
79612;-42;15;-45;2211840;1,80
79657;-42;15;-45;2211840;1,80
79701;-42;15;-45;2223360;1,80
79746;-43;17;-46;2223360;1,80
79790;-43;17;-46;2223360;1,80
79835;-42;16;-46;2223360;1,80
79879;-42;16;-46;2223360;1,80
79924;-43;16;-47;2211840;1,80
79968;-43;16;-47;2211840;1,80
80013;-42;16;-45;2200320;1,80
80057;-42;16;-45;2200320;1,80
80102;-42;16;-45;2177280;1,80
80146;-42;16;-47;2177280;1,80
80192;-42;16;-47;2154240;1,80
80237;-42;14;-47;2154240;1,80
80281;-42;14;-47;2154240;1,80
80325;-42;16;-47;2131200;1,80
80370;-42;16;-47;2131200;1,79
80414;-43;17;-47;2096640;1,79
80459;-43;17;-47;2096640;1,78
80503;-43;17;-47;2073600;1,78
80547;-43;16;-48;2073600;1,78
80592;-43;16;-48;2050560;1,77
80636;-43;15;-47;2050560;1,77
80681;-43;15;-47;2050560;1,77
80725;-42;16;-46;2016000;1,76
80769;-42;16;-46;2016000;1,76
80814;-43;17;-47;1981440;1,75
80858;-43;17;-47;1981440;1,75
80902;-43;17;-47;1958400;1,75
80948;-43;15;-47;1958400;1,74
80993;-43;15;-47;1935360;1,74
81038;-43;15;-48;1935360;1,73
81082;-43;15;-48;1935360;1,73
81127;-43;16;-48;1900800;1,73
81171;-43;16;-48;1900800;1,72
81216;-43;16;-47;1866240;1,72
81260;-43;16;-47;1866240;1,72
81304;-43;16;-47;1843200;1,71
81349;-43;16;-46;1843200;1,71
81393;-43;16;-46;1820160;1,70
81438;-43;16;-47;1820160;1,70
81482;-43;16;-47;1820160;1,70
81526;-43;15;-48;1797120;1,69
81571;-43;15;-48;1797120;1,69
81615;-42;16;-47;1762560;1,68
81660;-42;16;-47;1762560;1,68
81706;-42;16;-47;1739520;1,68
81750;-42;16;-48;1739520;1,67
81795;-42;16;-48;1704960;1,67
81839;-43;15;-48;1704960;1,67
81884;-43;15;-48;1704960;1,66
81928;-42;15;-49;1681920;1,66
81973;-42;15;-49;1681920;1,65
82017;-43;15;-48;1647360;1,65
82062;-43;15;-48;1647360;1,65
82106;-43;15;-48;1624320;1,64
82151;-43;15;-49;1624320;1,64
82195;-43;15;-49;1601280;1,63
82240;-43;15;-48;1601280;1,63
82284;-43;15;-48;1601280;1,63
82329;-42;16;-48;1578240;1,62
82373;-42;16;-48;1578240;1,62
82418;-43;15;-49;1555200;1,62
82464;-43;15;-49;1555200;1,61
82508;-43;15;-49;1520640;1,61
82553;-42;14;-48;1520640;1,60
82597;-42;14;-48;1497600;1,60
82642;-42;15;-50;1497600;1,60
82686;-42;15;-50;1497600;1,59
82731;-43;15;-48;1474560;1,59
82775;-43;15;-48;1474560;1,58
82820;-43;15;-50;1463040;1,58
82864;-43;15;-50;1463040;1,58
82909;-43;15;-50;1422720;1,57
82953;-43;15;-50;1422720;1,57
82998;-43;15;-50;1393920;1,57
83042;-42;15;-50;1393920;1,56
83087;-42;15;-50;1393920;1,56
83132;-42;15;-49;1359360;1,55
83176;-42;15;-49;1359360;1,55
83222;-43;15;-50;1330560;1,55
83267;-43;15;-50;1330560;1,54
83311;-43;15;-50;1307520;1,54
83356;-42;15;-51;1307520;1,53
83400;-42;15;-51;1284480;1,53
83445;-43;14;-50;1284480;1,53
83489;-43;14;-50;1284480;1,52
83534;-42;14;-50;1267200;1,52
83578;-42;14;-50;1267200;1,52
83623;-43;15;-51;1249920;1,51
83667;-43;15;-51;1249920;1,51
83712;-43;15;-51;1221120;1,50
83756;-43;15;-51;1221120;1,50
83801;-43;15;-51;1203840;1,50
83845;-43;15;-51;1203840;1,49
83890;-43;15;-51;1203840;1,49
83934;-42;14;-50;1192320;1,48
83980;-42;14;-50;1192320;1,48
84025;-43;14;-50;1180800;1,48
84069;-43;14;-50;1180800;1,47
84114;-43;14;-50;1175040;1,47
84158;-42;15;-50;1175040;1,47
84203;-42;15;-50;1157760;1,46
84247;-42;15;-51;1157760;1,46
84292;-42;15;-51;1157760;1,45
84336;-43;15;-51;1140480;1,45
84381;-43;15;-51;1140480;1,45
84426;-43;15;-51;1123200;1,44
84470;-43;15;-51;1123200;1,44
84515;-43;15;-51;1105920;1,43
84559;-42;15;-52;1105920;1,43
84604;-42;15;-52;1088640;1,43
84648;-42;16;-51;1088640;1,42
84693;-42;16;-51;1088640;1,42
84739;-42;15;-53;1065600;1,42
84783;-42;15;-53;1065600;1,41
84828;-42;14;-53;1054080;1,41
84872;-42;14;-53;1054080;1,40
84917;-42;14;-53;1036800;1,40
84961;-41;14;-51;1036800;1,40
85006;-41;14;-51;1019520;1,39
85050;-41;14;-54;1019520;1,39
85095;-41;14;-54;1019520;1,38
85139;-43;14;-53;1002240;1,38
85184;-43;14;-53;1002240;1,38
85228;-41;15;-53;990720;1,37
85273;-41;15;-53;990720;1,37
85317;-41;15;-53;979200;1,37
85362;-42;16;-52;979200;1,36
85406;-42;16;-52;967680;1,36
85451;-43;16;-53;967680;1,35
85497;-43;16;-53;967680;1,35
85541;-42;15;-55;950400;1,35
85586;-42;15;-55;950400;1,34
85630;-41;14;-53;938880;1,34
85675;-41;14;-53;938880;1,33
85719;-41;14;-53;927360;1,33
85764;-41;15;-53;927360;1,33
85808;-41;15;-53;915840;1,32
85853;-42;15;-54;915840;1,32
85897;-42;15;-54;915840;1,32
85942;-43;15;-55;904320;1,31
85986;-43;15;-55;904320;1,31
86031;-42;15;-54;898560;1,30
86075;-42;15;-54;898560;1,30
86120;-42;15;-54;887040;1,30
86164;-42;14;-54;887040;1,29
86209;-42;14;-54;875520;1,29
86253;-42;15;-55;875520;1,28
86299;-42;15;-55;875520;1,28
